"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"15.04.2017 12:00 - 15.04.2017 13:00","28388","26223"
"15.04.2017 13:00 - 15.04.2017 14:00","26843","25123"
"15.04.2017 14:00 - 15.04.2017 15:00","26593","25059"
"15.04.2017 15:00 - 15.04.2017 16:00","26839","25594"
"15.04.2017 16:00 - 15.04.2017 17:00","27203","25945"
"15.04.2017 17:00 - 15.04.2017 18:00","27581","26338"
"15.04.2017 18:00 - 15.04.2017 19:00","28377","27377"
"15.04.2017 19:00 - 15.04.2017 20:00","29977","28897"
"15.04.2017 20:00 - 15.04.2017 21:00","31697","30332"
"15.04.2017 21:00 - 15.04.2017 22:00","30474","28259"
"15.04.2017 22:00 - 15.04.2017 23:00","27779","25984"
"15.04.2017 23:00 - 16.04.2017 00:00","25074","23858"
"16.04.2017 00:00 - 16.04.2017 01:00","21985","21539"
"16.04.2017 01:00 - 16.04.2017 02:00","19996","19805"
"16.04.2017 02:00 - 16.04.2017 03:00","18618","18521"
"16.04.2017 03:00 - 16.04.2017 04:00","18026","17875"
"16.04.2017 04:00 - 16.04.2017 05:00","17922","17713"
"16.04.2017 05:00 - 16.04.2017 06:00","18202","18058"
"16.04.2017 06:00 - 16.04.2017 07:00","18226","18069"
"16.04.2017 07:00 - 16.04.2017 08:00","18518","18517"
"16.04.2017 08:00 - 16.04.2017 09:00","20250","19939"
"16.04.2017 09:00 - 16.04.2017 10:00","21740","21526"
"16.04.2017 10:00 - 16.04.2017 11:00","22684","22144"
"16.04.2017 11:00 - 16.04.2017 12:00","22801","22264"
"16.04.2017 12:00 - 16.04.2017 13:00","22340","21974"
"16.04.2017 13:00 - 16.04.2017 14:00","20534","19877"
"16.04.2017 14:00 - 16.04.2017 15:00","19575","18417"
"16.04.2017 15:00 - 16.04.2017 16:00","19766","19095"
"16.04.2017 16:00 - 16.04.2017 17:00","19891","19844"
"16.04.2017 17:00 - 16.04.2017 18:00","20570","20359"
"16.04.2017 18:00 - 16.04.2017 19:00","21334","21227"
"16.04.2017 19:00 - 16.04.2017 20:00","23176","22820"
"16.04.2017 20:00 - 16.04.2017 21:00","26096","26010"
"16.04.2017 21:00 - 16.04.2017 22:00","26112","25723"
"16.04.2017 22:00 - 16.04.2017 23:00","24814","24065"
"16.04.2017 23:00 - 17.04.2017 00:00","22698","21972"
"17.04.2017 00:00 - 17.04.2017 01:00","20215","19996"
"17.04.2017 01:00 - 17.04.2017 02:00","18821","18549"
"17.04.2017 02:00 - 17.04.2017 03:00","17792","17541"
"17.04.2017 03:00 - 17.04.2017 04:00","17306","17212"
"17.04.2017 04:00 - 17.04.2017 05:00","17342","17360"
"17.04.2017 05:00 - 17.04.2017 06:00","17836","17952"
"17.04.2017 06:00 - 17.04.2017 07:00","18164","18322"
"17.04.2017 07:00 - 17.04.2017 08:00","18327","18816"
"17.04.2017 08:00 - 17.04.2017 09:00","19881","20827"
"17.04.2017 09:00 - 17.04.2017 10:00","21326","21547"
"17.04.2017 10:00 - 17.04.2017 11:00","22241","21898"
"17.04.2017 11:00 - 17.04.2017 12:00","22123","21873"
"17.04.2017 12:00 - 17.04.2017 13:00","21772","21423"
"17.04.2017 13:00 - 17.04.2017 14:00","20448","19921"
"17.04.2017 14:00 - 17.04.2017 15:00","19749","19345"
"17.04.2017 15:00 - 17.04.2017 16:00","19455","19398"
"17.04.2017 16:00 - 17.04.2017 17:00","19751","19633"
"17.04.2017 17:00 - 17.04.2017 18:00","20405","20423"
"17.04.2017 18:00 - 17.04.2017 19:00","21540","21793"
"17.04.2017 19:00 - 17.04.2017 20:00","23242","24018"
"17.04.2017 20:00 - 17.04.2017 21:00","26054","27232"
"17.04.2017 21:00 - 17.04.2017 22:00","26318","26770"
"17.04.2017 22:00 - 17.04.2017 23:00","24488","24829"
"17.04.2017 23:00 - 18.04.2017 00:00","22485","22538"
"18.04.2017 00:00 - 18.04.2017 01:00","20113","20371"
"18.04.2017 01:00 - 18.04.2017 02:00","18728","18890"
"18.04.2017 02:00 - 18.04.2017 03:00","18191","18180"
"18.04.2017 03:00 - 18.04.2017 04:00","18208","18090"
"18.04.2017 04:00 - 18.04.2017 05:00","18858","18604"
"18.04.2017 05:00 - 18.04.2017 06:00","20753","20661"
"18.04.2017 06:00 - 18.04.2017 07:00","25893","24933"
"18.04.2017 07:00 - 18.04.2017 08:00","30262","29683"
"18.04.2017 08:00 - 18.04.2017 09:00","35372","34796"
"18.04.2017 09:00 - 18.04.2017 10:00","37330","36622"
"18.04.2017 10:00 - 18.04.2017 11:00","37283","36797"
"18.04.2017 11:00 - 18.04.2017 12:00","36693","36543"
"18.04.2017 12:00 - 18.04.2017 13:00","34974","34650"
"18.04.2017 13:00 - 18.04.2017 14:00","34223","35035"
"18.04.2017 14:00 - 18.04.2017 15:00","35291","36649"
"18.04.2017 15:00 - 18.04.2017 16:00","35668","37193"
"18.04.2017 16:00 - 18.04.2017 17:00","35816","37210"
"18.04.2017 17:00 - 18.04.2017 18:00","35116","36488"
"18.04.2017 18:00 - 18.04.2017 19:00","34703","35432"
"18.04.2017 19:00 - 18.04.2017 20:00","35293","36300"
"18.04.2017 20:00 - 18.04.2017 21:00","37310","37831"
"18.04.2017 21:00 - 18.04.2017 22:00","35964","35863"
"18.04.2017 22:00 - 18.04.2017 23:00","32519","31925"
"18.04.2017 23:00 - 19.04.2017 00:00","29308","28785"
"19.04.2017 00:00 - 19.04.2017 01:00","26847","26010"
"19.04.2017 01:00 - 19.04.2017 02:00","24914","24453"
"19.04.2017 02:00 - 19.04.2017 03:00","24026","23501"
"19.04.2017 03:00 - 19.04.2017 04:00","23807","23258"
"19.04.2017 04:00 - 19.04.2017 05:00","24004","23491"
"19.04.2017 05:00 - 19.04.2017 06:00","25299","25171"
"19.04.2017 06:00 - 19.04.2017 07:00","29501","29097"
"19.04.2017 07:00 - 19.04.2017 08:00","34199","33836"
"19.04.2017 08:00 - 19.04.2017 09:00","38418","38191"
"19.04.2017 09:00 - 19.04.2017 10:00","39338","39045"
"19.04.2017 10:00 - 19.04.2017 11:00","39208","38744"
"19.04.2017 11:00 - 19.04.2017 12:00","38788","37929"
"19.04.2017 12:00 - 19.04.2017 13:00","36930","36224"
"19.04.2017 13:00 - 19.04.2017 14:00","36232","36337"
"19.04.2017 14:00 - 19.04.2017 15:00","37663","37370"
"19.04.2017 15:00 - 19.04.2017 16:00","38242","37277"
"19.04.2017 16:00 - 19.04.2017 17:00","38201","37247"
"19.04.2017 17:00 - 19.04.2017 18:00","37135","36404"
"19.04.2017 18:00 - 19.04.2017 19:00","36380","36279"
"19.04.2017 19:00 - 19.04.2017 20:00","37017","37533"
"19.04.2017 20:00 - 19.04.2017 21:00","39227","39253"
"19.04.2017 21:00 - 19.04.2017 22:00","37429","36768"
"19.04.2017 22:00 - 19.04.2017 23:00","33656","32810"
"19.04.2017 23:00 - 20.04.2017 00:00","30311","29382"
"20.04.2017 00:00 - 20.04.2017 01:00","26758","26675"
"20.04.2017 01:00 - 20.04.2017 02:00","25179","24961"
"20.04.2017 02:00 - 20.04.2017 03:00","24084","24235"
"20.04.2017 03:00 - 20.04.2017 04:00","23768","24001"
"20.04.2017 04:00 - 20.04.2017 05:00","23948","24178"
"20.04.2017 05:00 - 20.04.2017 06:00","25293","25720"
"20.04.2017 06:00 - 20.04.2017 07:00","29164","29407"
"20.04.2017 07:00 - 20.04.2017 08:00","34144","34613"
"20.04.2017 08:00 - 20.04.2017 09:00","38927","38939"
"20.04.2017 09:00 - 20.04.2017 10:00","40040","39595"
"20.04.2017 10:00 - 20.04.2017 11:00","39484","39235"
"20.04.2017 11:00 - 20.04.2017 12:00","39036","38869"
"20.04.2017 12:00 - 20.04.2017 13:00","37776","36266"
"20.04.2017 13:00 - 20.04.2017 14:00","36484","35815"
"20.04.2017 14:00 - 20.04.2017 15:00","37701","36893"
"20.04.2017 15:00 - 20.04.2017 16:00","38723","36817"
"20.04.2017 16:00 - 20.04.2017 17:00","38663","36972"
"20.04.2017 17:00 - 20.04.2017 18:00","37846","36165"
"20.04.2017 18:00 - 20.04.2017 19:00","36879","35769"
"20.04.2017 19:00 - 20.04.2017 20:00","37623","37173"
"20.04.2017 20:00 - 20.04.2017 21:00","38913","39191"
"20.04.2017 21:00 - 20.04.2017 22:00","37719","37409"
"20.04.2017 22:00 - 20.04.2017 23:00","34025","33516"
"20.04.2017 23:00 - 21.04.2017 00:00","30428","30217"
"21.04.2017 00:00 - 21.04.2017 01:00","26517","27136"
"21.04.2017 01:00 - 21.04.2017 02:00","25042","25385"
"21.04.2017 02:00 - 21.04.2017 03:00","23997","24582"
"21.04.2017 03:00 - 21.04.2017 04:00","23645","24463"
"21.04.2017 04:00 - 21.04.2017 05:00","23803","24778"
"21.04.2017 05:00 - 21.04.2017 06:00","25197","26378"
"21.04.2017 06:00 - 21.04.2017 07:00","28673","29797"
"21.04.2017 07:00 - 21.04.2017 08:00","33356","35036"
"21.04.2017 08:00 - 21.04.2017 09:00","38102","39095"
"21.04.2017 09:00 - 21.04.2017 10:00","39247","40207"
"21.04.2017 10:00 - 21.04.2017 11:00","38845","39910"
"21.04.2017 11:00 - 21.04.2017 12:00","38047","38934"
"21.04.2017 12:00 - 21.04.2017 13:00","36134","36351"
"21.04.2017 13:00 - 21.04.2017 14:00","35795","35643"
"21.04.2017 14:00 - 21.04.2017 15:00","37007","36691"
"21.04.2017 15:00 - 21.04.2017 16:00","37587","36600"
"21.04.2017 16:00 - 21.04.2017 17:00","37443","36033"
"21.04.2017 17:00 - 21.04.2017 18:00","36379","35413"
"21.04.2017 18:00 - 21.04.2017 19:00","35511","35458"
"21.04.2017 19:00 - 21.04.2017 20:00","36045","37010"
"21.04.2017 20:00 - 21.04.2017 21:00","37331","38848"
"21.04.2017 21:00 - 21.04.2017 22:00","36289","37002"
"21.04.2017 22:00 - 21.04.2017 23:00","32659","33354"
"21.04.2017 23:00 - 22.04.2017 00:00","29333","30263"
"22.04.2017 00:00 - 22.04.2017 01:00","26960","26709"
"22.04.2017 01:00 - 22.04.2017 02:00","25093","24852"
"22.04.2017 02:00 - 22.04.2017 03:00","24031","23848"
"22.04.2017 03:00 - 22.04.2017 04:00","23503","23475"
"22.04.2017 04:00 - 22.04.2017 05:00","23395","23493"
"22.04.2017 05:00 - 22.04.2017 06:00","24049","23994"
"22.04.2017 06:00 - 22.04.2017 07:00","25606","24888"
"22.04.2017 07:00 - 22.04.2017 08:00","28802","27573"
"22.04.2017 08:00 - 22.04.2017 09:00","32143","30188"
"22.04.2017 09:00 - 22.04.2017 10:00","33183","31365"
"22.04.2017 10:00 - 22.04.2017 11:00","32927","31011"
"22.04.2017 11:00 - 22.04.2017 12:00","32309","29804"
"22.04.2017 12:00 - 22.04.2017 13:00","30347","28047"
"22.04.2017 13:00 - 22.04.2017 14:00","28287","26736"
"22.04.2017 14:00 - 22.04.2017 15:00","27133","26641"
"22.04.2017 15:00 - 22.04.2017 16:00","26995","26494"
"22.04.2017 16:00 - 22.04.2017 17:00","27117","26632"
"22.04.2017 17:00 - 22.04.2017 18:00","27361","27443"
"22.04.2017 18:00 - 22.04.2017 19:00","28154","28507"
"22.04.2017 19:00 - 22.04.2017 20:00","30249","30341"
"22.04.2017 20:00 - 22.04.2017 21:00","32599","32545"
"22.04.2017 21:00 - 22.04.2017 22:00","32154","30818"
"22.04.2017 22:00 - 22.04.2017 23:00","29468","28369"
"22.04.2017 23:00 - 23.04.2017 00:00","26626","26143"
"23.04.2017 00:00 - 23.04.2017 01:00","23733","24657"
"23.04.2017 01:00 - 23.04.2017 02:00","22081","22683"
"23.04.2017 02:00 - 23.04.2017 03:00","20910","21365"
"23.04.2017 03:00 - 23.04.2017 04:00","20419","21044"
"23.04.2017 04:00 - 23.04.2017 05:00","20396","20937"
"23.04.2017 05:00 - 23.04.2017 06:00","20666","21264"
"23.04.2017 06:00 - 23.04.2017 07:00","20531","20734"
"23.04.2017 07:00 - 23.04.2017 08:00","20994","21597"
"23.04.2017 08:00 - 23.04.2017 09:00","22639","23198"
"23.04.2017 09:00 - 23.04.2017 10:00","24047","24640"
"23.04.2017 10:00 - 23.04.2017 11:00","24806","24682"
"23.04.2017 11:00 - 23.04.2017 12:00","24719","24682"
"23.04.2017 12:00 - 23.04.2017 13:00","24086","25052"
"23.04.2017 13:00 - 23.04.2017 14:00","22813","23304"
"23.04.2017 14:00 - 23.04.2017 15:00","22615","22767"
"23.04.2017 15:00 - 23.04.2017 16:00","22361","22942"
"23.04.2017 16:00 - 23.04.2017 17:00","22254","23182"
"23.04.2017 17:00 - 23.04.2017 18:00","22611","23682"
"23.04.2017 18:00 - 23.04.2017 19:00","23717","25075"
"23.04.2017 19:00 - 23.04.2017 20:00","25983","27405"
"23.04.2017 20:00 - 23.04.2017 21:00","28830","30176"
"23.04.2017 21:00 - 23.04.2017 22:00","29086","29455"
"23.04.2017 22:00 - 23.04.2017 23:00","27054","27247"
"23.04.2017 23:00 - 24.04.2017 00:00","24307","24670"
"24.04.2017 00:00 - 24.04.2017 01:00","22422","22123"
"24.04.2017 01:00 - 24.04.2017 02:00","20710","20470"
"24.04.2017 02:00 - 24.04.2017 03:00","20005","19736"
"24.04.2017 03:00 - 24.04.2017 04:00","19982","19595"
"24.04.2017 04:00 - 24.04.2017 05:00","20199","19905"
"24.04.2017 05:00 - 24.04.2017 06:00","21527","21151"
"24.04.2017 06:00 - 24.04.2017 07:00","23591","23343"
"24.04.2017 07:00 - 24.04.2017 08:00","26848","26999"
"24.04.2017 08:00 - 24.04.2017 09:00","30030","30517"
"24.04.2017 09:00 - 24.04.2017 10:00","31840","32026"
"24.04.2017 10:00 - 24.04.2017 11:00","31929","31791"
"24.04.2017 11:00 - 24.04.2017 12:00","31367","31334"
"24.04.2017 12:00 - 24.04.2017 13:00","30052","29866"
"24.04.2017 13:00 - 24.04.2017 14:00","29255","29469"
"24.04.2017 14:00 - 24.04.2017 15:00","29600","30052"
"24.04.2017 15:00 - 24.04.2017 16:00","29751","30148"
"24.04.2017 16:00 - 24.04.2017 17:00","29444","30340"
"24.04.2017 17:00 - 24.04.2017 18:00","29305","30155"
"24.04.2017 18:00 - 24.04.2017 19:00","29864","30110"
"24.04.2017 19:00 - 24.04.2017 20:00","31511","31408"
"24.04.2017 20:00 - 24.04.2017 21:00","33414","33356"
"24.04.2017 21:00 - 24.04.2017 22:00","32568","31596"
"24.04.2017 22:00 - 24.04.2017 23:00","29701","28760"
"24.04.2017 23:00 - 25.04.2017 00:00","26977","26072"
"25.04.2017 00:00 - 25.04.2017 01:00","24402","24125"
"25.04.2017 01:00 - 25.04.2017 02:00","22440","22354"
"25.04.2017 02:00 - 25.04.2017 03:00","21317","21451"
"25.04.2017 03:00 - 25.04.2017 04:00","21057","20898"
"25.04.2017 04:00 - 25.04.2017 05:00","20976","20773"
"25.04.2017 05:00 - 25.04.2017 06:00","21165","21112"
"25.04.2017 06:00 - 25.04.2017 07:00","20454","20795"
"25.04.2017 07:00 - 25.04.2017 08:00","20959","22119"
"25.04.2017 08:00 - 25.04.2017 09:00","22188","23980"
"25.04.2017 09:00 - 25.04.2017 10:00","23847","25367"
"25.04.2017 10:00 - 25.04.2017 11:00","24565","25665"
"25.04.2017 11:00 - 25.04.2017 12:00","24476","25413"
"25.04.2017 12:00 - 25.04.2017 13:00","24350","24692"
"25.04.2017 13:00 - 25.04.2017 14:00","23005","23399"
"25.04.2017 14:00 - 25.04.2017 15:00","22243","23241"
"25.04.2017 15:00 - 25.04.2017 16:00","22152","23212"
"25.04.2017 16:00 - 25.04.2017 17:00","22465","23406"
"25.04.2017 17:00 - 25.04.2017 18:00","23236","24148"
"25.04.2017 18:00 - 25.04.2017 19:00","24913","25511"
"25.04.2017 19:00 - 25.04.2017 20:00","27160","27710"
"25.04.2017 20:00 - 25.04.2017 21:00","29929","30132"
"25.04.2017 21:00 - 25.04.2017 22:00","29989","29602"
"25.04.2017 22:00 - 25.04.2017 23:00","27704","27218"
"25.04.2017 23:00 - 26.04.2017 00:00","24776","24410"
"26.04.2017 00:00 - 26.04.2017 01:00","22363","22019"
"26.04.2017 01:00 - 26.04.2017 02:00","20547","20558"
"26.04.2017 02:00 - 26.04.2017 03:00","20159","19977"
"26.04.2017 03:00 - 26.04.2017 04:00","20193","19805"
"26.04.2017 04:00 - 26.04.2017 05:00","20453","20373"
"26.04.2017 05:00 - 26.04.2017 06:00","22794","22276"
"26.04.2017 06:00 - 26.04.2017 07:00","27191","26862"
"26.04.2017 07:00 - 26.04.2017 08:00","32211","32474"
"26.04.2017 08:00 - 26.04.2017 09:00","37189","37205"
"26.04.2017 09:00 - 26.04.2017 10:00","39358","38737"
"26.04.2017 10:00 - 26.04.2017 11:00","39477","38972"
"26.04.2017 11:00 - 26.04.2017 12:00","38633","39309"
"26.04.2017 12:00 - 26.04.2017 13:00","36463","37338"
"26.04.2017 13:00 - 26.04.2017 14:00","35454","37125"
"26.04.2017 14:00 - 26.04.2017 15:00","36686","37815"
"26.04.2017 15:00 - 26.04.2017 16:00","37109","38214"
"26.04.2017 16:00 - 26.04.2017 17:00","36664","38368"
"26.04.2017 17:00 - 26.04.2017 18:00","35992","37302"
"26.04.2017 18:00 - 26.04.2017 19:00","35977","36601"
"26.04.2017 19:00 - 26.04.2017 20:00","37437","37167"
"26.04.2017 20:00 - 26.04.2017 21:00","38510","38419"
"26.04.2017 21:00 - 26.04.2017 22:00","37025","35896"
"26.04.2017 22:00 - 26.04.2017 23:00","33284","32231"
"26.04.2017 23:00 - 27.04.2017 00:00","30330","29204"
"27.04.2017 00:00 - 27.04.2017 01:00","27276","26295"
"27.04.2017 01:00 - 27.04.2017 02:00","25750","24480"
"27.04.2017 02:00 - 27.04.2017 03:00","24698","23787"
"27.04.2017 03:00 - 27.04.2017 04:00","24258","23556"
"27.04.2017 04:00 - 27.04.2017 05:00","24575","23674"
"27.04.2017 05:00 - 27.04.2017 06:00","25406","25104"
"27.04.2017 06:00 - 27.04.2017 07:00","28622","28611"
"27.04.2017 07:00 - 27.04.2017 08:00","34056","33964"
"27.04.2017 08:00 - 27.04.2017 09:00","38077","38874"
"27.04.2017 09:00 - 27.04.2017 10:00","39745","40394"
"27.04.2017 10:00 - 27.04.2017 11:00","39982","40450"
"27.04.2017 11:00 - 27.04.2017 12:00","40290","39988"
"27.04.2017 12:00 - 27.04.2017 13:00","38457","36900"
"27.04.2017 13:00 - 27.04.2017 14:00","37554","36797"
"27.04.2017 14:00 - 27.04.2017 15:00","38234","38447"
"27.04.2017 15:00 - 27.04.2017 16:00","38989","38644"
"27.04.2017 16:00 - 27.04.2017 17:00","39218","38713"
"27.04.2017 17:00 - 27.04.2017 18:00","38481","37940"
"27.04.2017 18:00 - 27.04.2017 19:00","37891","37182"
"27.04.2017 19:00 - 27.04.2017 20:00","37984","37754"
"27.04.2017 20:00 - 27.04.2017 21:00","39110","38562"
"27.04.2017 21:00 - 27.04.2017 22:00","37460","36317"
"27.04.2017 22:00 - 27.04.2017 23:00","33589","32536"
"27.04.2017 23:00 - 28.04.2017 00:00","30605","29454"
"28.04.2017 00:00 - 28.04.2017 01:00","27072","26437"
"28.04.2017 01:00 - 28.04.2017 02:00","24875","24778"
"28.04.2017 02:00 - 28.04.2017 03:00","24121","24011"
"28.04.2017 03:00 - 28.04.2017 04:00","23720","23870"
"28.04.2017 04:00 - 28.04.2017 05:00","23823","24160"
"28.04.2017 05:00 - 28.04.2017 06:00","24836","25696"
"28.04.2017 06:00 - 28.04.2017 07:00","27977","28901"
"28.04.2017 07:00 - 28.04.2017 08:00","33166","34055"
"28.04.2017 08:00 - 28.04.2017 09:00","38203","38549"
"28.04.2017 09:00 - 28.04.2017 10:00","40151","40001"
"28.04.2017 10:00 - 28.04.2017 11:00","40156","39121"
"28.04.2017 11:00 - 28.04.2017 12:00","39864","38271"
"28.04.2017 12:00 - 28.04.2017 13:00","36895","36102"
"28.04.2017 13:00 - 28.04.2017 14:00","36125","35381"
"28.04.2017 14:00 - 28.04.2017 15:00","37639","35577"
"28.04.2017 15:00 - 28.04.2017 16:00","38336","35831"
"28.04.2017 16:00 - 28.04.2017 17:00","38186","35393"
"28.04.2017 17:00 - 28.04.2017 18:00","37634","34895"
"28.04.2017 18:00 - 28.04.2017 19:00","36811","34787"
"28.04.2017 19:00 - 28.04.2017 20:00","36792","35898"
"28.04.2017 20:00 - 28.04.2017 21:00","36826","37262"
"28.04.2017 21:00 - 28.04.2017 22:00","34843","35759"
"28.04.2017 22:00 - 28.04.2017 23:00","31341","32301"
"28.04.2017 23:00 - 29.04.2017 00:00","28047","29312"
"29.04.2017 00:00 - 29.04.2017 01:00","26322","26255"
"29.04.2017 01:00 - 29.04.2017 02:00","24780","24230"
"29.04.2017 02:00 - 29.04.2017 03:00","23633","23233"
"29.04.2017 03:00 - 29.04.2017 04:00","23194","22580"
"29.04.2017 04:00 - 29.04.2017 05:00","23077","22740"
"29.04.2017 05:00 - 29.04.2017 06:00","23669","23248"
"29.04.2017 06:00 - 29.04.2017 07:00","24510","24099"
"29.04.2017 07:00 - 29.04.2017 08:00","26866","26852"
"29.04.2017 08:00 - 29.04.2017 09:00","29922","29706"
"29.04.2017 09:00 - 29.04.2017 10:00","31503","31136"
"29.04.2017 10:00 - 29.04.2017 11:00","31197","30538"
"29.04.2017 11:00 - 29.04.2017 12:00","30101","29731"
"29.04.2017 12:00 - 29.04.2017 13:00","29067","28251"
"29.04.2017 13:00 - 29.04.2017 14:00","27280","27580"
"29.04.2017 14:00 - 29.04.2017 15:00","26678","26822"
"29.04.2017 15:00 - 29.04.2017 16:00","27078","26482"
"29.04.2017 16:00 - 29.04.2017 17:00","27377","26323"
"29.04.2017 17:00 - 29.04.2017 18:00","27967","26623"
"29.04.2017 18:00 - 29.04.2017 19:00","28489","27426"
"29.04.2017 19:00 - 29.04.2017 20:00","29688","29051"
"29.04.2017 20:00 - 29.04.2017 21:00","31663","31138"
"29.04.2017 21:00 - 29.04.2017 22:00","30475","30310"
"29.04.2017 22:00 - 29.04.2017 23:00","27523","28132"
"29.04.2017 23:00 - 30.04.2017 00:00","24906","25820"
"30.04.2017 00:00 - 30.04.2017 01:00","23300","23890"
"30.04.2017 01:00 - 30.04.2017 02:00","20772","22201"
"30.04.2017 02:00 - 30.04.2017 03:00","20066","21131"
"30.04.2017 03:00 - 30.04.2017 04:00","19635","20610"
"30.04.2017 04:00 - 30.04.2017 05:00","19554","20417"
"30.04.2017 05:00 - 30.04.2017 06:00","19910","20637"
"30.04.2017 06:00 - 30.04.2017 07:00","19605","19942"
"30.04.2017 07:00 - 30.04.2017 08:00","19964","20883"
"30.04.2017 08:00 - 30.04.2017 09:00","21693","22301"
"30.04.2017 09:00 - 30.04.2017 10:00","23398","23436"
"30.04.2017 10:00 - 30.04.2017 11:00","23621","23942"
"30.04.2017 11:00 - 30.04.2017 12:00","23859","23947"
"30.04.2017 12:00 - 30.04.2017 13:00","24294","23960"
"30.04.2017 13:00 - 30.04.2017 14:00","22935","22367"
"30.04.2017 14:00 - 30.04.2017 15:00","22163","22209"
"30.04.2017 15:00 - 30.04.2017 16:00","22091","21984"
"30.04.2017 16:00 - 30.04.2017 17:00","21828","21843"
"30.04.2017 17:00 - 30.04.2017 18:00","22266","22626"
"30.04.2017 18:00 - 30.04.2017 19:00","23235","23864"
"30.04.2017 19:00 - 30.04.2017 20:00","24595","26090"
"30.04.2017 20:00 - 30.04.2017 21:00","27190","28723"
"30.04.2017 21:00 - 30.04.2017 22:00","27643","28509"
"30.04.2017 22:00 - 30.04.2017 23:00","25952","26383"
"30.04.2017 23:00 - 01.05.2017 00:00","23650","23716"
"01.05.2017 00:00 - 01.05.2017 01:00","23017","21598"
"01.05.2017 01:00 - 01.05.2017 02:00","21262","20059"
"01.05.2017 02:00 - 01.05.2017 03:00","19816","19007"
"01.05.2017 03:00 - 01.05.2017 04:00","19206","18528"
"01.05.2017 04:00 - 01.05.2017 05:00","18826","18320"
"01.05.2017 05:00 - 01.05.2017 06:00","18674","18287"
"01.05.2017 06:00 - 01.05.2017 07:00","18083","17815"
"01.05.2017 07:00 - 01.05.2017 08:00","18947","18886"
"01.05.2017 08:00 - 01.05.2017 09:00","20449","20595"
"01.05.2017 09:00 - 01.05.2017 10:00","21567","22113"
"01.05.2017 10:00 - 01.05.2017 11:00","22285","23067"
"01.05.2017 11:00 - 01.05.2017 12:00","21992","23351"
"01.05.2017 12:00 - 01.05.2017 13:00","21787","23498"
"01.05.2017 13:00 - 01.05.2017 14:00","20410","22152"
"01.05.2017 14:00 - 01.05.2017 15:00","20259","21096"
"01.05.2017 15:00 - 01.05.2017 16:00","20232","20938"
"01.05.2017 16:00 - 01.05.2017 17:00","19960","21153"
"01.05.2017 17:00 - 01.05.2017 18:00","20237","22352"
"01.05.2017 18:00 - 01.05.2017 19:00","21080","23513"
"01.05.2017 19:00 - 01.05.2017 20:00","22127","25341"
"01.05.2017 20:00 - 01.05.2017 21:00","25889","27471"
"01.05.2017 21:00 - 01.05.2017 22:00","27803","27466"
"01.05.2017 22:00 - 01.05.2017 23:00","26649","25426"
"01.05.2017 23:00 - 02.05.2017 00:00","24149","22659"
"02.05.2017 00:00 - 02.05.2017 01:00","20612","20892"
"02.05.2017 01:00 - 02.05.2017 02:00","18530","19403"
"02.05.2017 02:00 - 02.05.2017 03:00","17918","18794"
"02.05.2017 03:00 - 02.05.2017 04:00","17793","18557"
"02.05.2017 04:00 - 02.05.2017 05:00","18272","19161"
"02.05.2017 05:00 - 02.05.2017 06:00","20302","21220"
"02.05.2017 06:00 - 02.05.2017 07:00","24475","25659"
"02.05.2017 07:00 - 02.05.2017 08:00","31312","31559"
"02.05.2017 08:00 - 02.05.2017 09:00","36667","35848"
"02.05.2017 09:00 - 02.05.2017 10:00","39024","37164"
"02.05.2017 10:00 - 02.05.2017 11:00","38799","36914"
"02.05.2017 11:00 - 02.05.2017 12:00","38744","36562"
"02.05.2017 12:00 - 02.05.2017 13:00","36552","34743"
"02.05.2017 13:00 - 02.05.2017 14:00","36633","34748"
"02.05.2017 14:00 - 02.05.2017 15:00","38123","36584"
"02.05.2017 15:00 - 02.05.2017 16:00","38560","37095"
"02.05.2017 16:00 - 02.05.2017 17:00","38850","37192"
"02.05.2017 17:00 - 02.05.2017 18:00","37568","36488"
"02.05.2017 18:00 - 02.05.2017 19:00","36321","35726"
"02.05.2017 19:00 - 02.05.2017 20:00","36772","36541"
"02.05.2017 20:00 - 02.05.2017 21:00","37979","37716"
"02.05.2017 21:00 - 02.05.2017 22:00","37015","36068"
"02.05.2017 22:00 - 02.05.2017 23:00","33409","32257"
"02.05.2017 23:00 - 03.05.2017 00:00","29644","28976"
"03.05.2017 00:00 - 03.05.2017 01:00","26714","26087"
"03.05.2017 01:00 - 03.05.2017 02:00","24812","24368"
"03.05.2017 02:00 - 03.05.2017 03:00","23905","23612"
"03.05.2017 03:00 - 03.05.2017 04:00","23436","23336"
"03.05.2017 04:00 - 03.05.2017 05:00","23722","23573"
"03.05.2017 05:00 - 03.05.2017 06:00","25078","25075"
"03.05.2017 06:00 - 03.05.2017 07:00","28132","28233"
"03.05.2017 07:00 - 03.05.2017 08:00","33266","34193"
"03.05.2017 08:00 - 03.05.2017 09:00","37652","39037"
"03.05.2017 09:00 - 03.05.2017 10:00","38413","40198"
"03.05.2017 10:00 - 03.05.2017 11:00","38368","40370"
"03.05.2017 11:00 - 03.05.2017 12:00","37814","39700"
"03.05.2017 12:00 - 03.05.2017 13:00","35864","36658"
"03.05.2017 13:00 - 03.05.2017 14:00","35335","36391"
"03.05.2017 14:00 - 03.05.2017 15:00","35988","37107"
