"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"01.08.2015 06:00 - 01.08.2015 07:00","28307","27546"
"01.08.2015 07:00 - 01.08.2015 08:00","30545","29964"
"01.08.2015 08:00 - 01.08.2015 09:00","33282","32808"
"01.08.2015 09:00 - 01.08.2015 10:00","35447","35049"
"01.08.2015 10:00 - 01.08.2015 11:00","36158","35777"
"01.08.2015 11:00 - 01.08.2015 12:00","36565","35934"
"01.08.2015 12:00 - 01.08.2015 13:00","35995","35004"
"01.08.2015 13:00 - 01.08.2015 14:00","35041","33988"
"01.08.2015 14:00 - 01.08.2015 15:00","34847","33228"
"01.08.2015 15:00 - 01.08.2015 16:00","34784","33313"
"01.08.2015 16:00 - 01.08.2015 17:00","34940","33452"
"01.08.2015 17:00 - 01.08.2015 18:00","35561","34259"
"01.08.2015 18:00 - 01.08.2015 19:00","36320","34623"
"01.08.2015 19:00 - 01.08.2015 20:00","36497","34652"
"01.08.2015 20:00 - 01.08.2015 21:00","36340","34608"
"01.08.2015 21:00 - 01.08.2015 22:00","35460","34429"
"01.08.2015 22:00 - 01.08.2015 23:00","34217","32185"
"01.08.2015 23:00 - 02.08.2015 00:00","31449","30017"
"02.08.2015 00:00 - 02.08.2015 01:00","28943","28318"
"02.08.2015 01:00 - 02.08.2015 02:00","27386","26640"
"02.08.2015 02:00 - 02.08.2015 03:00","26259","25532"
"02.08.2015 03:00 - 02.08.2015 04:00","25323","24799"
"02.08.2015 04:00 - 02.08.2015 05:00","24959","24335"
"02.08.2015 05:00 - 02.08.2015 06:00","24787","24170"
"02.08.2015 06:00 - 02.08.2015 07:00","24060","23090"
"02.08.2015 07:00 - 02.08.2015 08:00","24828","24108"
"02.08.2015 08:00 - 02.08.2015 09:00","26476","25961"
"02.08.2015 09:00 - 02.08.2015 10:00","28199","27454"
"02.08.2015 10:00 - 02.08.2015 11:00","29358","28554"
"02.08.2015 11:00 - 02.08.2015 12:00","30002","29434"
"02.08.2015 12:00 - 02.08.2015 13:00","29815","29713"
"02.08.2015 13:00 - 02.08.2015 14:00","29332","29394"
"02.08.2015 14:00 - 02.08.2015 15:00","29295","28927"
"02.08.2015 15:00 - 02.08.2015 16:00","29380","29088"
"02.08.2015 16:00 - 02.08.2015 17:00","29269","29396"
"02.08.2015 17:00 - 02.08.2015 18:00","29767","29522"
"02.08.2015 18:00 - 02.08.2015 19:00","30395","30228"
"02.08.2015 19:00 - 02.08.2015 20:00","31574","31203"
"02.08.2015 20:00 - 02.08.2015 21:00","33020","32523"
"02.08.2015 21:00 - 02.08.2015 22:00","34148","33747"
"02.08.2015 22:00 - 02.08.2015 23:00","33040","32159"
"02.08.2015 23:00 - 03.08.2015 00:00","30746","29895"
"03.08.2015 00:00 - 03.08.2015 01:00","27191","27583"
"03.08.2015 01:00 - 03.08.2015 02:00","25607","25887"
"03.08.2015 02:00 - 03.08.2015 03:00","24834","24859"
"03.08.2015 03:00 - 03.08.2015 04:00","24443","24347"
"03.08.2015 04:00 - 03.08.2015 05:00","24599","24286"
"03.08.2015 05:00 - 03.08.2015 06:00","25755","25430"
"03.08.2015 06:00 - 03.08.2015 07:00","27880","27619"
"03.08.2015 07:00 - 03.08.2015 08:00","32023","32061"
"03.08.2015 08:00 - 03.08.2015 09:00","36724","37255"
"03.08.2015 09:00 - 03.08.2015 10:00","39418","40124"
"03.08.2015 10:00 - 03.08.2015 11:00","40338","41230"
"03.08.2015 11:00 - 03.08.2015 12:00","41052","41738"
"03.08.2015 12:00 - 03.08.2015 13:00","40076","40975"
"03.08.2015 13:00 - 03.08.2015 14:00","39836","41070"
"03.08.2015 14:00 - 03.08.2015 15:00","40517","42214"
"03.08.2015 15:00 - 03.08.2015 16:00","40834","42690"
"03.08.2015 16:00 - 03.08.2015 17:00","41097","42782"
"03.08.2015 17:00 - 03.08.2015 18:00","40677","41939"
"03.08.2015 18:00 - 03.08.2015 19:00","39302","40426"
"03.08.2015 19:00 - 03.08.2015 20:00","38349","39702"
"03.08.2015 20:00 - 03.08.2015 21:00","38147","39486"
"03.08.2015 21:00 - 03.08.2015 22:00","37869","39479"
"03.08.2015 22:00 - 03.08.2015 23:00","35149","36585"
"03.08.2015 23:00 - 04.08.2015 00:00","32287","33644"
"04.08.2015 00:00 - 04.08.2015 01:00","29907","30849"
"04.08.2015 01:00 - 04.08.2015 02:00","28121","28911"
"04.08.2015 02:00 - 04.08.2015 03:00","26868","27778"
"04.08.2015 03:00 - 04.08.2015 04:00","26230","27090"
"04.08.2015 04:00 - 04.08.2015 05:00","25991","27075"
"04.08.2015 05:00 - 04.08.2015 06:00","26687","27692"
"04.08.2015 06:00 - 04.08.2015 07:00","28309","29375"
"04.08.2015 07:00 - 04.08.2015 08:00","32104","33669"
"04.08.2015 08:00 - 04.08.2015 09:00","37060","38458"
"04.08.2015 09:00 - 04.08.2015 10:00","40393","41414"
"04.08.2015 10:00 - 04.08.2015 11:00","41688","42585"
"04.08.2015 11:00 - 04.08.2015 12:00","42124","43273"
"04.08.2015 12:00 - 04.08.2015 13:00","41405","42238"
"04.08.2015 13:00 - 04.08.2015 14:00","40682","41836"
"04.08.2015 14:00 - 04.08.2015 15:00","40819","43053"
"04.08.2015 15:00 - 04.08.2015 16:00","41416","43683"
"04.08.2015 16:00 - 04.08.2015 17:00","41781","43841"
"04.08.2015 17:00 - 04.08.2015 18:00","41411","43079"
"04.08.2015 18:00 - 04.08.2015 19:00","40165","41851"
"04.08.2015 19:00 - 04.08.2015 20:00","39078","41155"
"04.08.2015 20:00 - 04.08.2015 21:00","38424","40885"
"04.08.2015 21:00 - 04.08.2015 22:00","37772","40656"
"04.08.2015 22:00 - 04.08.2015 23:00","35370","37535"
"04.08.2015 23:00 - 05.08.2015 00:00","32410","34682"
"05.08.2015 00:00 - 05.08.2015 01:00","31599","31947"
"05.08.2015 01:00 - 05.08.2015 02:00","29431","29805"
"05.08.2015 02:00 - 05.08.2015 03:00","28049","28431"
"05.08.2015 03:00 - 05.08.2015 04:00","27239","27793"
"05.08.2015 04:00 - 05.08.2015 05:00","27128","27686"
"05.08.2015 05:00 - 05.08.2015 06:00","27549","28451"
"05.08.2015 06:00 - 05.08.2015 07:00","29551","30008"
"05.08.2015 07:00 - 05.08.2015 08:00","33354","34307"
"05.08.2015 08:00 - 05.08.2015 09:00","38274","39064"
"05.08.2015 09:00 - 05.08.2015 10:00","41412","41949"
"05.08.2015 10:00 - 05.08.2015 11:00","42512","42998"
"05.08.2015 11:00 - 05.08.2015 12:00","43063","43897"
"05.08.2015 12:00 - 05.08.2015 13:00","42301","43610"
"05.08.2015 13:00 - 05.08.2015 14:00","41662","43549"
"05.08.2015 14:00 - 05.08.2015 15:00","42073","44318"
"05.08.2015 15:00 - 05.08.2015 16:00","42898","44438"
"05.08.2015 16:00 - 05.08.2015 17:00","43195","44512"
"05.08.2015 17:00 - 05.08.2015 18:00","42813","43783"
"05.08.2015 18:00 - 05.08.2015 19:00","41679","42730"
"05.08.2015 19:00 - 05.08.2015 20:00","40878","42005"
"05.08.2015 20:00 - 05.08.2015 21:00","40632","41819"
"05.08.2015 21:00 - 05.08.2015 22:00","40744","41477"
"05.08.2015 22:00 - 05.08.2015 23:00","38584","38488"
"05.08.2015 23:00 - 06.08.2015 00:00","35576","35514"
"06.08.2015 00:00 - 06.08.2015 01:00","32560","32855"
"06.08.2015 01:00 - 06.08.2015 02:00","30385","30648"
"06.08.2015 02:00 - 06.08.2015 03:00","28807","29280"
"06.08.2015 03:00 - 06.08.2015 04:00","27967","28561"
"06.08.2015 04:00 - 06.08.2015 05:00","27737","28227"
"06.08.2015 05:00 - 06.08.2015 06:00","28335","28906"
"06.08.2015 06:00 - 06.08.2015 07:00","29620","30354"
"06.08.2015 07:00 - 06.08.2015 08:00","33371","34272"
"06.08.2015 08:00 - 06.08.2015 09:00","38121","38712"
"06.08.2015 09:00 - 06.08.2015 10:00","41301","41734"
"06.08.2015 10:00 - 06.08.2015 11:00","42633","43087"
"06.08.2015 11:00 - 06.08.2015 12:00","43595","44101"
"06.08.2015 12:00 - 06.08.2015 13:00","43654","43688"
"06.08.2015 13:00 - 06.08.2015 14:00","43290","43669"
"06.08.2015 14:00 - 06.08.2015 15:00","43531","44376"
"06.08.2015 15:00 - 06.08.2015 16:00","44089","44526"
"06.08.2015 16:00 - 06.08.2015 17:00","44378","44722"
"06.08.2015 17:00 - 06.08.2015 18:00","43622","44121"
"06.08.2015 18:00 - 06.08.2015 19:00","42725","42968"
"06.08.2015 19:00 - 06.08.2015 20:00","41934","42399"
"06.08.2015 20:00 - 06.08.2015 21:00","41765","42246"
"06.08.2015 21:00 - 06.08.2015 22:00","41506","41823"
"06.08.2015 22:00 - 06.08.2015 23:00","38804","38687"
"06.08.2015 23:00 - 07.08.2015 00:00","35745","35629"
"07.08.2015 00:00 - 07.08.2015 01:00","32693","33016"
"07.08.2015 01:00 - 07.08.2015 02:00","30441","30700"
"07.08.2015 02:00 - 07.08.2015 03:00","28888","29238"
"07.08.2015 03:00 - 07.08.2015 04:00","28144","28490"
"07.08.2015 04:00 - 07.08.2015 05:00","27688","28093"
"07.08.2015 05:00 - 07.08.2015 06:00","28223","28643"
"07.08.2015 06:00 - 07.08.2015 07:00","29794","30021"
"07.08.2015 07:00 - 07.08.2015 08:00","33103","33535"
"07.08.2015 08:00 - 07.08.2015 09:00","38150","38070"
"07.08.2015 09:00 - 07.08.2015 10:00","41186","41154"
"07.08.2015 10:00 - 07.08.2015 11:00","42584","42605"
"07.08.2015 11:00 - 07.08.2015 12:00","43563","43328"
"07.08.2015 12:00 - 07.08.2015 13:00","43113","42753"
"07.08.2015 13:00 - 07.08.2015 14:00","43126","42623"
"07.08.2015 14:00 - 07.08.2015 15:00","43610","42717"
"07.08.2015 15:00 - 07.08.2015 16:00","43531","43051"
"07.08.2015 16:00 - 07.08.2015 17:00","43201","43085"
"07.08.2015 17:00 - 07.08.2015 18:00","42206","42441"
"07.08.2015 18:00 - 07.08.2015 19:00","41044","41506"
"07.08.2015 19:00 - 07.08.2015 20:00","40627","41020"
"07.08.2015 20:00 - 07.08.2015 21:00","40783","40708"
"07.08.2015 21:00 - 07.08.2015 22:00","40574","40153"
"07.08.2015 22:00 - 07.08.2015 23:00","38294","37474"
"07.08.2015 23:00 - 08.08.2015 00:00","35264","34422"
"08.08.2015 00:00 - 08.08.2015 01:00","31999","31978"
"08.08.2015 01:00 - 08.08.2015 02:00","29798","29898"
"08.08.2015 02:00 - 08.08.2015 03:00","28209","28416"
"08.08.2015 03:00 - 08.08.2015 04:00","27357","27319"
"08.08.2015 04:00 - 08.08.2015 05:00","26743","26744"
"08.08.2015 05:00 - 08.08.2015 06:00","26719","26722"
"08.08.2015 06:00 - 08.08.2015 07:00","26583","26346"
"08.08.2015 07:00 - 08.08.2015 08:00","28291","28352"
"08.08.2015 08:00 - 08.08.2015 09:00","31347","31267"
"08.08.2015 09:00 - 08.08.2015 10:00","34049","33663"
"08.08.2015 10:00 - 08.08.2015 11:00","35392","34532"
"08.08.2015 11:00 - 08.08.2015 12:00","35928","35095"
"08.08.2015 12:00 - 08.08.2015 13:00","35983","35107"
"08.08.2015 13:00 - 08.08.2015 14:00","35462","35173"
"08.08.2015 14:00 - 08.08.2015 15:00","35217","35271"
"08.08.2015 15:00 - 08.08.2015 16:00","34600","34876"
"08.08.2015 16:00 - 08.08.2015 17:00","34305","35374"
"08.08.2015 17:00 - 08.08.2015 18:00","35265","35650"
"08.08.2015 18:00 - 08.08.2015 19:00","35710","35771"
"08.08.2015 19:00 - 08.08.2015 20:00","36347","35850"
"08.08.2015 20:00 - 08.08.2015 21:00","37157","36050"
"08.08.2015 21:00 - 08.08.2015 22:00","37184","35612"
"08.08.2015 22:00 - 08.08.2015 23:00","34940","33364"
"08.08.2015 23:00 - 09.08.2015 00:00","32335","31009"
"09.08.2015 00:00 - 09.08.2015 01:00","29408","28710"
"09.08.2015 01:00 - 09.08.2015 02:00","27628","26889"
"09.08.2015 02:00 - 09.08.2015 03:00","26154","25474"
"09.08.2015 03:00 - 09.08.2015 04:00","25144","24580"
"09.08.2015 04:00 - 09.08.2015 05:00","24611","24108"
"09.08.2015 05:00 - 09.08.2015 06:00","24321","23950"
"09.08.2015 06:00 - 09.08.2015 07:00","23253","22857"
"09.08.2015 07:00 - 09.08.2015 08:00","23455","23615"
"09.08.2015 08:00 - 09.08.2015 09:00","25085","25357"
"09.08.2015 09:00 - 09.08.2015 10:00","26789","27349"
"09.08.2015 10:00 - 09.08.2015 11:00","28468","28746"
"09.08.2015 11:00 - 09.08.2015 12:00","29542","29661"
"09.08.2015 12:00 - 09.08.2015 13:00","30195","30538"
"09.08.2015 13:00 - 09.08.2015 14:00","30390","30479"
"09.08.2015 14:00 - 09.08.2015 15:00","29987","30781"
"09.08.2015 15:00 - 09.08.2015 16:00","29854","30791"
"09.08.2015 16:00 - 09.08.2015 17:00","29342","31038"
"09.08.2015 17:00 - 09.08.2015 18:00","29926","30895"
"09.08.2015 18:00 - 09.08.2015 19:00","30808","31084"
"09.08.2015 19:00 - 09.08.2015 20:00","31938","31903"
"09.08.2015 20:00 - 09.08.2015 21:00","33383","33036"
"09.08.2015 21:00 - 09.08.2015 22:00","35093","33445"
"09.08.2015 22:00 - 09.08.2015 23:00","33778","31525"
"09.08.2015 23:00 - 10.08.2015 00:00","31374","29145"
"10.08.2015 00:00 - 10.08.2015 01:00","26973","26743"
"10.08.2015 01:00 - 10.08.2015 02:00","25121","25113"
"10.08.2015 02:00 - 10.08.2015 03:00","23928","24080"
"10.08.2015 03:00 - 10.08.2015 04:00","23184","23459"
"10.08.2015 04:00 - 10.08.2015 05:00","22977","23334"
"10.08.2015 05:00 - 10.08.2015 06:00","23547","23967"
"10.08.2015 06:00 - 10.08.2015 07:00","24267","24854"
"10.08.2015 07:00 - 10.08.2015 08:00","26788","27366"
"10.08.2015 08:00 - 10.08.2015 09:00","29929","30575"
"10.08.2015 09:00 - 10.08.2015 10:00","32915","32430"
"10.08.2015 10:00 - 10.08.2015 11:00","34347","32863"
"10.08.2015 11:00 - 10.08.2015 12:00","35496","33048"
"10.08.2015 12:00 - 10.08.2015 13:00","35933","33450"
"10.08.2015 13:00 - 10.08.2015 14:00","36327","33272"
"10.08.2015 14:00 - 10.08.2015 15:00","36613","33592"
"10.08.2015 15:00 - 10.08.2015 16:00","36591","33391"
"10.08.2015 16:00 - 10.08.2015 17:00","36538","32866"
"10.08.2015 17:00 - 10.08.2015 18:00","36480","32540"
"10.08.2015 18:00 - 10.08.2015 19:00","35986","32785"
"10.08.2015 19:00 - 10.08.2015 20:00","35602","33073"
"10.08.2015 20:00 - 10.08.2015 21:00","35016","33603"
"10.08.2015 21:00 - 10.08.2015 22:00","35006","33184"
"10.08.2015 22:00 - 10.08.2015 23:00","32733","30601"
"10.08.2015 23:00 - 11.08.2015 00:00","29953","28402"
"11.08.2015 00:00 - 11.08.2015 01:00","26447","26098"
"11.08.2015 01:00 - 11.08.2015 02:00","24866","24436"
"11.08.2015 02:00 - 11.08.2015 03:00","23984","23368"
"11.08.2015 03:00 - 11.08.2015 04:00","23533","22878"
"11.08.2015 04:00 - 11.08.2015 05:00","23493","22794"
"11.08.2015 05:00 - 11.08.2015 06:00","24094","23322"
"11.08.2015 06:00 - 11.08.2015 07:00","24909","23854"
"11.08.2015 07:00 - 11.08.2015 08:00","27052","26245"
"11.08.2015 08:00 - 11.08.2015 09:00","30212","29692"
"11.08.2015 09:00 - 11.08.2015 10:00","32543","31852"
"11.08.2015 10:00 - 11.08.2015 11:00","33294","32795"
"11.08.2015 11:00 - 11.08.2015 12:00","33643","33068"
"11.08.2015 12:00 - 11.08.2015 13:00","33904","33208"
"11.08.2015 13:00 - 11.08.2015 14:00","33575","33051"
"11.08.2015 14:00 - 11.08.2015 15:00","33543","32870"
"11.08.2015 15:00 - 11.08.2015 16:00","33662","32724"
"11.08.2015 16:00 - 11.08.2015 17:00","33887","32779"
"11.08.2015 17:00 - 11.08.2015 18:00","34156","33326"
"11.08.2015 18:00 - 11.08.2015 19:00","34218","33092"
"11.08.2015 19:00 - 11.08.2015 20:00","34263","33625"
"11.08.2015 20:00 - 11.08.2015 21:00","34910","34219"
"11.08.2015 21:00 - 11.08.2015 22:00","34296","33729"
"11.08.2015 22:00 - 11.08.2015 23:00","32589","31199"
"11.08.2015 23:00 - 12.08.2015 00:00","29887","28921"
"12.08.2015 00:00 - 12.08.2015 01:00","26010","26567"
"12.08.2015 01:00 - 12.08.2015 02:00","24393","24791"
"12.08.2015 02:00 - 12.08.2015 03:00","23268","23641"
"12.08.2015 03:00 - 12.08.2015 04:00","22967","23001"
"12.08.2015 04:00 - 12.08.2015 05:00","22755","22847"
"12.08.2015 05:00 - 12.08.2015 06:00","23207","23510"
"12.08.2015 06:00 - 12.08.2015 07:00","23892","24172"
"12.08.2015 07:00 - 12.08.2015 08:00","26721","26634"
"12.08.2015 08:00 - 12.08.2015 09:00","29378","29775"
"12.08.2015 09:00 - 12.08.2015 10:00","32185","32233"
"12.08.2015 10:00 - 12.08.2015 11:00","33672","33126"
"12.08.2015 11:00 - 12.08.2015 12:00","34397","33965"
"12.08.2015 12:00 - 12.08.2015 13:00","34289","34166"
"12.08.2015 13:00 - 12.08.2015 14:00","33830","33792"
"12.08.2015 14:00 - 12.08.2015 15:00","34415","33603"
"12.08.2015 15:00 - 12.08.2015 16:00","34580","33899"
"12.08.2015 16:00 - 12.08.2015 17:00","34849","34214"
"12.08.2015 17:00 - 12.08.2015 18:00","34416","34468"
"12.08.2015 18:00 - 12.08.2015 19:00","34260","34493"
"12.08.2015 19:00 - 12.08.2015 20:00","34098","34520"
"12.08.2015 20:00 - 12.08.2015 21:00","34388","35378"
"12.08.2015 21:00 - 12.08.2015 22:00","33866","34847"
"12.08.2015 22:00 - 12.08.2015 23:00","31382","32183"
"12.08.2015 23:00 - 13.08.2015 00:00","28877","29729"
"13.08.2015 00:00 - 13.08.2015 01:00","26471","27171"
"13.08.2015 01:00 - 13.08.2015 02:00","24855","25342"
"13.08.2015 02:00 - 13.08.2015 03:00","23610","24146"
"13.08.2015 03:00 - 13.08.2015 04:00","22999","23530"
"13.08.2015 04:00 - 13.08.2015 05:00","22855","23292"
"13.08.2015 05:00 - 13.08.2015 06:00","23485","23847"
"13.08.2015 06:00 - 13.08.2015 07:00","24231","24301"
"13.08.2015 07:00 - 13.08.2015 08:00","26671","26583"
"13.08.2015 08:00 - 13.08.2015 09:00","29708","29647"
"13.08.2015 09:00 - 13.08.2015 10:00","32207","32065"
"13.08.2015 10:00 - 13.08.2015 11:00","33411","33095"
"13.08.2015 11:00 - 13.08.2015 12:00","34209","33864"
"13.08.2015 12:00 - 13.08.2015 13:00","34514","34245"
"13.08.2015 13:00 - 13.08.2015 14:00","34092","34174"
"13.08.2015 14:00 - 13.08.2015 15:00","33777","34282"
"13.08.2015 15:00 - 13.08.2015 16:00","33773","34545"
"13.08.2015 16:00 - 13.08.2015 17:00","34038","34786"
"13.08.2015 17:00 - 13.08.2015 18:00","33828","34981"
"13.08.2015 18:00 - 13.08.2015 19:00","33388","34924"
"13.08.2015 19:00 - 13.08.2015 20:00","33258","35342"
"13.08.2015 20:00 - 13.08.2015 21:00","34384","36218"
"13.08.2015 21:00 - 13.08.2015 22:00","34060","35485"
"13.08.2015 22:00 - 13.08.2015 23:00","32154","32671"
"13.08.2015 23:00 - 14.08.2015 00:00","29765","30043"
"14.08.2015 00:00 - 14.08.2015 01:00","27162","27634"
"14.08.2015 01:00 - 14.08.2015 02:00","25387","25585"
"14.08.2015 02:00 - 14.08.2015 03:00","24130","24287"
"14.08.2015 03:00 - 14.08.2015 04:00","23507","23536"
"14.08.2015 04:00 - 14.08.2015 05:00","23139","23261"
"14.08.2015 05:00 - 14.08.2015 06:00","23520","23694"
"14.08.2015 06:00 - 14.08.2015 07:00","24085","24155"
"14.08.2015 07:00 - 14.08.2015 08:00","25799","26249"
"14.08.2015 08:00 - 14.08.2015 09:00","28638","29079"
"14.08.2015 09:00 - 14.08.2015 10:00","31141","31303"
"14.08.2015 10:00 - 14.08.2015 11:00","32251","32287"
"14.08.2015 11:00 - 14.08.2015 12:00","33094","33093"
"14.08.2015 12:00 - 14.08.2015 13:00","33240","33501"
"14.08.2015 13:00 - 14.08.2015 14:00","32876","33165"
"14.08.2015 14:00 - 14.08.2015 15:00","32465","33170"
"14.08.2015 15:00 - 14.08.2015 16:00","32496","32289"
"14.08.2015 16:00 - 14.08.2015 17:00","32670","32876"
"14.08.2015 17:00 - 14.08.2015 18:00","32915","33125"
"14.08.2015 18:00 - 14.08.2015 19:00","33246","33037"
"14.08.2015 19:00 - 14.08.2015 20:00","33426","33132"
"14.08.2015 20:00 - 14.08.2015 21:00","34729","34062"
"14.08.2015 21:00 - 14.08.2015 22:00","34903","33076"
"14.08.2015 22:00 - 14.08.2015 23:00","32645","30555"
"14.08.2015 23:00 - 15.08.2015 00:00","30112","28264"
"15.08.2015 00:00 - 15.08.2015 01:00","26078","26048"
"15.08.2015 01:00 - 15.08.2015 02:00","24163","24117"
"15.08.2015 02:00 - 15.08.2015 03:00","22788","22841"
"15.08.2015 03:00 - 15.08.2015 04:00","21689","22103"
"15.08.2015 04:00 - 15.08.2015 05:00","21100","21736"
"15.08.2015 05:00 - 15.08.2015 06:00","20966","21725"
"15.08.2015 06:00 - 15.08.2015 07:00","20492","21002"
"15.08.2015 07:00 - 15.08.2015 08:00","20898","21587"
"15.08.2015 08:00 - 15.08.2015 09:00","22367","23358"
"15.08.2015 09:00 - 15.08.2015 10:00","24125","24771"
"15.08.2015 10:00 - 15.08.2015 11:00","25292","25871"
"15.08.2015 11:00 - 15.08.2015 12:00","25760","25830"
"15.08.2015 12:00 - 15.08.2015 13:00","25462","26173"
"15.08.2015 13:00 - 15.08.2015 14:00","24523","25529"
"15.08.2015 14:00 - 15.08.2015 15:00","23820","25456"
"15.08.2015 15:00 - 15.08.2015 16:00","23596","24819"
"15.08.2015 16:00 - 15.08.2015 17:00","23532","24571"
"15.08.2015 17:00 - 15.08.2015 18:00","24141","25298"
"15.08.2015 18:00 - 15.08.2015 19:00","25240","25634"
"15.08.2015 19:00 - 15.08.2015 20:00","26659","26608"
"15.08.2015 20:00 - 15.08.2015 21:00","28378","28569"
"15.08.2015 21:00 - 15.08.2015 22:00","29075","28709"
"15.08.2015 22:00 - 15.08.2015 23:00","27427","26766"
"15.08.2015 23:00 - 16.08.2015 00:00","25450","25098"
"16.08.2015 00:00 - 16.08.2015 01:00","24476","23364"
"16.08.2015 01:00 - 16.08.2015 02:00","22740","21709"
"16.08.2015 02:00 - 16.08.2015 03:00","21395","20783"
"16.08.2015 03:00 - 16.08.2015 04:00","20709","20180"
"16.08.2015 04:00 - 16.08.2015 05:00","20414","19974"
"16.08.2015 05:00 - 16.08.2015 06:00","20443","20113"
"16.08.2015 06:00 - 16.08.2015 07:00","20034","19582"
"16.08.2015 07:00 - 16.08.2015 08:00","20218","20003"
"16.08.2015 08:00 - 16.08.2015 09:00","21704","21688"
"16.08.2015 09:00 - 16.08.2015 10:00","23494","22799"
"16.08.2015 10:00 - 16.08.2015 11:00","24994","23544"
"16.08.2015 11:00 - 16.08.2015 12:00","25747","24162"
"16.08.2015 12:00 - 16.08.2015 13:00","26034","24336"
"16.08.2015 13:00 - 16.08.2015 14:00","25686","23396"
"16.08.2015 14:00 - 16.08.2015 15:00","24854","23375"
"16.08.2015 15:00 - 16.08.2015 16:00","23972","23379"
"16.08.2015 16:00 - 16.08.2015 17:00","23665","23430"
"16.08.2015 17:00 - 16.08.2015 18:00","24041","23968"
"16.08.2015 18:00 - 16.08.2015 19:00","25259","24429"
"16.08.2015 19:00 - 16.08.2015 20:00","26948","25667"
"16.08.2015 20:00 - 16.08.2015 21:00","28549","27871"
"16.08.2015 21:00 - 16.08.2015 22:00","29078","27935"
"16.08.2015 22:00 - 16.08.2015 23:00","27458","25973"
"16.08.2015 23:00 - 17.08.2015 00:00","25449","23929"
"17.08.2015 00:00 - 17.08.2015 01:00","23643","21947"
"17.08.2015 01:00 - 17.08.2015 02:00","21897","20534"
"17.08.2015 02:00 - 17.08.2015 03:00","21021","19799"
"17.08.2015 03:00 - 17.08.2015 04:00","20561","19381"
"17.08.2015 04:00 - 17.08.2015 05:00","20532","19553"
"17.08.2015 05:00 - 17.08.2015 06:00","21285","20366"
"17.08.2015 06:00 - 17.08.2015 07:00","22387","21476"
"17.08.2015 07:00 - 17.08.2015 08:00","24245","23522"
"17.08.2015 08:00 - 17.08.2015 09:00","27204","26566"
"17.08.2015 09:00 - 17.08.2015 10:00","29664","28338"
"17.08.2015 10:00 - 17.08.2015 11:00","31253","28873"
"17.08.2015 11:00 - 17.08.2015 12:00","32223","29239"
"17.08.2015 12:00 - 17.08.2015 13:00","32586","29766"
"17.08.2015 13:00 - 17.08.2015 14:00","32831","29326"
"17.08.2015 14:00 - 17.08.2015 15:00","32266","29379"
"17.08.2015 15:00 - 17.08.2015 16:00","31624","29421"
"17.08.2015 16:00 - 17.08.2015 17:00","31162","29546"
"17.08.2015 17:00 - 17.08.2015 18:00","30953","29691"
"17.08.2015 18:00 - 17.08.2015 19:00","31120","29664"
"17.08.2015 19:00 - 17.08.2015 20:00","31742","30029"
"17.08.2015 20:00 - 17.08.2015 21:00","32152","31332"
"17.08.2015 21:00 - 17.08.2015 22:00","31784","30481"
"17.08.2015 22:00 - 17.08.2015 23:00","29693","28095"
"17.08.2015 23:00 - 18.08.2015 00:00","27272","25793"
"18.08.2015 00:00 - 18.08.2015 01:00","23878","23386"
"18.08.2015 01:00 - 18.08.2015 02:00","22395","21866"
"18.08.2015 02:00 - 18.08.2015 03:00","21507","20996"
"18.08.2015 03:00 - 18.08.2015 04:00","20948","20533"
"18.08.2015 04:00 - 18.08.2015 05:00","20965","20668"
"18.08.2015 05:00 - 18.08.2015 06:00","21631","21395"
"18.08.2015 06:00 - 18.08.2015 07:00","22873","22270"
"18.08.2015 07:00 - 18.08.2015 08:00","24645","24352"
"18.08.2015 08:00 - 18.08.2015 09:00","27634","27332"
"18.08.2015 09:00 - 18.08.2015 10:00","29428","29181"
"18.08.2015 10:00 - 18.08.2015 11:00","30361","29889"
"18.08.2015 11:00 - 18.08.2015 12:00","30258","30117"
"18.08.2015 12:00 - 18.08.2015 13:00","30636","30005"
"18.08.2015 13:00 - 18.08.2015 14:00","30237","29587"
"18.08.2015 14:00 - 18.08.2015 15:00","29998","29454"
"18.08.2015 15:00 - 18.08.2015 16:00","30383","29079"
"18.08.2015 16:00 - 18.08.2015 17:00","29941","29633"
"18.08.2015 17:00 - 18.08.2015 18:00","29800","30144"
"18.08.2015 18:00 - 18.08.2015 19:00","29104","30359"
"18.08.2015 19:00 - 18.08.2015 20:00","29349","30845"
"18.08.2015 20:00 - 18.08.2015 21:00","30354","32334"
"18.08.2015 21:00 - 18.08.2015 22:00","30088","31074"
"18.08.2015 22:00 - 18.08.2015 23:00","27641","28508"
"18.08.2015 23:00 - 19.08.2015 00:00","25119","26074"
"19.08.2015 00:00 - 19.08.2015 01:00","23615","24133"
"19.08.2015 01:00 - 19.08.2015 02:00","22032","22602"
"19.08.2015 02:00 - 19.08.2015 03:00","21078","21685"
"19.08.2015 03:00 - 19.08.2015 04:00","20521","21258"
"19.08.2015 04:00 - 19.08.2015 05:00","20598","21247"
"19.08.2015 05:00 - 19.08.2015 06:00","21235","21969"
"19.08.2015 06:00 - 19.08.2015 07:00","22228","23112"
"19.08.2015 07:00 - 19.08.2015 08:00","24095","25211"
"19.08.2015 08:00 - 19.08.2015 09:00","26993","28081"
